"","X.3","X.2","X.1","X","PM2.5","PM10","SO2","CO","NO2","O3","HUM","PRES","WSPD","TEMP","ACTV","MORB.","Case","log.Case.1.","log.MORB..1.","City","days"
"1",1,1,1,"2020-01-22",150,158,11,1.5,42,47,78,954,4.1,0.5,5.6072,0,0,0,0,"Sanmenxia",0
"2",2,2,2,"2020-01-23",158,164,10.5,1.6,41,52,80.5,954.5,3.25,1.75,5.40865,0,0,0,0,"Sanmenxia",1
"3",3,3,3,"2020-01-24",186.666666666667,185.333333333333,12,1.8,35.3333333333333,65.3333333333333,80.6666666666667,956.666666666667,2.96666666666667,2,4.9848,0,0,0,0,"Sanmenxia",2
"4",4,4,4,"2020-01-25",201.666666666667,193,13,1.9,28.3333333333333,78.3333333333333,83.3333333333333,960.333333333333,1.9,2.16666666666667,4.34816666666667,0,0,0,0,"Sanmenxia",3
"5",5,5,5,"2020-01-26",187.333333333333,172.666666666667,12,1.76666666666667,19.3333333333333,89.6666666666667,85.3333333333333,962.333333333333,1.9,1.66666666666667,3.6534,0.004392708,1,0.693147180559945,0.00438308821918379,"Sanmenxia",4
"6",6,6,6,"2020-01-27",136.333333333333,125.666666666667,10.3333333333333,1.4,17.6666666666667,87.6666666666667,85.3333333333333,961.333333333333,1.9,0.833333333333333,3.10833333333333,0.008785416,2,1.09861228866811,0.00874704878373947,"Sanmenxia",5
"7",7,7,7,"2020-01-28",98.3333333333333,91.3333333333333,8,1.2,17.6666666666667,89.3333333333333,81.6666666666667,958,2.4,0.833333333333333,2.66716666666666,0.008785416,2,1.09861228866811,0.00874704878373947,"Sanmenxia",6
"8",8,8,8,"2020-01-29",81.3333333333333,79.6666666666667,8.33333333333333,1.13333333333333,21,93.6666666666667,73.6666666666667,956.666666666667,2.96666666666667,1,2.40566666666667,0.008785416,2,1.09861228866811,0.00874704878373947,"Sanmenxia",7
"9",9,9,9,"2020-01-30",75,76.3333333333333,8.33333333333333,1.1,22.3333333333333,99.6666666666667,62,956.666666666667,3.53333333333333,2,2.37156666666667,0.008785416,2,1.09861228866811,0.00874704878373947,"Sanmenxia",8
"10",10,10,10,"2020-01-31",68,71.6666666666667,10.3333333333333,1.03333333333333,23.3333333333333,99,53,956.333333333333,3.53333333333333,2.83333333333333,2.36396666666666,0.013178124,3,1.38629436111989,0.0130920479134785,"Sanmenxia",9
"11",11,11,11,"2020-02-01",80,82,12.3333333333333,1.1,21.3333333333333,102,46.6666666666667,955.333333333333,2.96666666666667,4,2.31213333333333,0.013178124,3,1.38629436111989,0.0130920479134785,"Sanmenxia",10
"12",12,12,12,"2020-02-02",86,86.3333333333333,12,1.1,18.3333333333333,100.333333333333,54.3333333333333,954.666666666667,2.96666666666667,4.5,2.18766666666666,0.008785416,2,1.09861228866811,0.00874704878373947,"Sanmenxia",11
"13",13,13,13,"2020-02-03",87.6666666666667,87.6666666666667,12,1.06666666666667,15,107.333333333333,50,957,2.46666666666667,4.16666666666667,2.10556666666666,0.004392708,1,0.693147180559945,0.00438308821918379,"Sanmenxia",12
"14",14,14,14,"2020-02-04",84.3333333333333,85,11.3333333333333,1,15,106.333333333333,56,957,3.9,3.33333333333333,2.05293333333333,1.73472347597681e-18,0,0,0,"Sanmenxia",13
"15",15,15,15,"2020-02-05",86.3333333333333,90.6666666666667,10.3333333333333,1.06666666666667,15,99,51.6666666666667,957.333333333333,5.46666666666667,3.5,1.9789,1.73472347597681e-18,0,0,0,"Sanmenxia",14
"16",16,16,16,"2020-02-06",81.3333333333333,83.3333333333333,7,1,14,81.6666666666667,70,957,7.4,2.33333333333333,1.81423333333333,1.73472347597681e-18,0,0,0,"Sanmenxia",15
"17",17,17,17,"2020-02-07",72.6666666666667,72.6666666666667,5.33333333333333,0.933333333333334,13.6666666666667,65,79.3333333333333,959,5.96666666666667,0.666666666666667,1.7921,1.73472347597681e-18,0,0,0,"Sanmenxia",16
"18",18,18,18,"2020-02-08",71.6666666666667,65,5.33333333333333,0.966666666666667,16.3333333333333,63.6666666666667,92.6666666666667,961,3.33333333333333,-0.833333333333333,1.83926666666666,1.73472347597681e-18,0,0,0,"Sanmenxia",17
"19",19,19,19,"2020-02-09",81.6666666666667,76.3333333333333,7,1.1,21,76.6666666666667,88.6666666666667,962.333333333333,1.4,0.833333333333333,1.97606666666666,1.73472347597681e-18,0,0,0,"Sanmenxia",18
"20",20,20,20,"2020-02-10",77.6666666666667,78,8,1.16666666666667,25.6666666666667,84,69,960.666666666667,1.96666666666667,3.5,2.10556666666666,1.73472347597681e-18,0,0,0,"Sanmenxia",19
"21",21,21,21,"2020-02-11",62,68.6666666666667,10,1.06666666666667,27,91.3333333333333,50,956.333333333333,2.46666666666667,6,2.23886666666666,1.73472347597681e-18,0,0,0,"Sanmenxia",20
"22",22,22,22,"2020-02-12",57,64,11.3333333333333,1,24,95.3333333333333,41.3333333333333,951.333333333333,2.46666666666667,7.66666666666667,2.3776,1.73472347597681e-18,0,0,0,"Sanmenxia",21
"23",23,23,23,"2020-02-13",63.3333333333333,66.3333333333333,11.6666666666667,0.966666666666667,18.6666666666667,104,52,948,2.46666666666667,9.5,2.4387,1.73472347597681e-18,0,0,0,"Sanmenxia",22
"24",24,24,24,"2020-02-14",58,95.6666666666667,10,0.800000000000001,13.3333333333333,99.3333333333333,64.6666666666667,945.666666666667,3.03333333333333,10.8333333333333,2.43323333333333,1.73472347597681e-18,0,0,0,"Sanmenxia",23
"25",25,25,25,"2020-02-15",39,84.3333333333333,7.66666666666667,0.633333333333334,11.3333333333333,90.3333333333333,55.6666666666667,950.333333333333,4.96666666666667,8.16666666666667,2.29553333333333,1.73472347597681e-18,0,0,0,"Sanmenxia",24
"26",26,26,26,"2020-02-16",17.6666666666667,69.6666666666667,5.66666666666667,0.466666666666667,11.6666666666667,85.3333333333333,43.3333333333333,957,4.96666666666667,3.83333333333333,2.17023333333333,1.73472347597681e-18,0,0,0,"Sanmenxia",25
"27",27,27,27,"2020-02-17",16.3333333333333,33.6666666666667,5.66666666666667,0.533333333333334,18,91,26,964,3.9,0,2.25313333333333,1.73472347597681e-18,0,0,0,"Sanmenxia",26
"28",28,28,28,"2020-02-18",23.6666666666667,36,7,0.633333333333334,25,95,27,963.666666666667,2.46666666666667,0.833333333333333,2.46613333333333,1.73472347597681e-18,0,0,0,"Sanmenxia",27
"29",29,29,29,"2020-02-19",33.6666666666667,43.6666666666667,9,0.733333333333334,31.3333333333333,102,28.3333333333333,960.333333333333,1.9,3.66666666666667,2.6484,1.73472347597681e-18,0,0,0,"Sanmenxia",28
"30",30,30,30,"2020-02-20",46,59,10,0.766666666666667,28.3333333333333,98.3333333333333,34.6666666666667,957.666666666667,2.4,6.33333333333333,2.6845,1.73472347597681e-18,0,0,0,"Sanmenxia",29
"31",31,31,31,"2020-02-21",49.6666666666667,88.3333333333333,8.66666666666667,0.733333333333334,25.3333333333333,97.3333333333333,56,958.333333333333,3.83333333333333,6.83333333333333,2.8294,1.73472347597681e-18,0,0,0,"Sanmenxia",30
